time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
1.08;videos/cuts_test/50wtf49.mp4;walk;(np.float64(461.0), np.float64(109.88));(np.float64(466.75), np.float64(102.12));(np.float64(460.25), np.float64(102.88));(np.float64(489.5), np.float64(102.75));(np.float64(476.0), np.float64(105.12));(np.float64(503.75), np.float64(138.25));(np.float64(487.75), np.float64(143.5));(np.float64(524.0), np.float64(192.25));(np.float64(507.0), np.float64(198.5));(np.float64(481.5), np.float64(230.62));(np.float64(475.75), np.float64(225.75));(np.float64(469.0), np.float64(259.25));(np.float64(457.25), np.float64(258.75));(np.float64(476.5), np.float64(350.25));(np.float64(468.0), np.float64(349.0));(np.float64(502.0), np.float64(437.0));(np.float64(482.75), np.float64(431.0))
1.13;videos/cuts_test/50wtf49.mp4;walk;(np.float64(460.0), np.float64(109.25));(np.float64(465.5), np.float64(101.62));(np.float64(459.25), np.float64(102.25));(np.float64(488.0), np.float64(102.0));(np.float64(475.25), np.float64(104.5));(np.float64(503.5), np.float64(137.75));(np.float64(486.75), np.float64(143.0));(np.float64(524.0), np.float64(191.5));(np.float64(505.0), np.float64(198.25));(np.float64(482.0), np.float64(230.5));(np.float64(475.25), np.float64(225.75));(np.float64(469.5), np.float64(259.0));(np.float64(457.0), np.float64(258.5));(np.float64(476.5), np.float64(350.0));(np.float64(467.5), np.float64(349.0));(np.float64(502.0), np.float64(436.5));(np.float64(482.75), np.float64(430.75))
1.17;videos/cuts_test/50wtf49.mp4;walk;(np.float64(459.0), np.float64(108.38));(np.float64(464.5), np.float64(100.62));(np.float64(458.0), np.float64(101.62));(np.float64(486.75), np.float64(101.0));(np.float64(473.0), np.float64(103.75));(np.float64(502.5), np.float64(137.0));(np.float64(485.75), np.float64(142.38));(np.float64(524.5), np.float64(190.5));(np.float64(505.0), np.float64(197.62));(np.float64(482.75), np.float64(230.25));(np.float64(475.75), np.float64(225.62));(np.float64(471.0), np.float64(259.25));(np.float64(458.25), np.float64(258.75));(np.float64(478.0), np.float64(350.5));(np.float64(468.0), np.float64(349.25));(np.float64(502.5), np.float64(437.0));(np.float64(482.5), np.float64(431.0))
1.21;videos/cuts_test/50wtf49.mp4;walk;(np.float64(457.25), np.float64(107.62));(np.float64(462.75), np.float64(99.75));(np.float64(456.25), np.float64(100.62));(np.float64(485.75), np.float64(100.0));(np.float64(470.75), np.float64(103.0));(np.float64(501.5), np.float64(136.0));(np.float64(484.25), np.float64(141.75));(np.float64(524.5), np.float64(189.25));(np.float64(503.5), np.float64(197.38));(np.float64(483.5), np.float64(230.25));(np.float64(475.75), np.float64(226.0));(np.float64(472.0), np.float64(259.0));(np.float64(459.0), np.float64(258.75));(np.float64(479.0), np.float64(350.5));(np.float64(469.0), np.float64(349.5));(np.float64(502.5), np.float64(437.0));(np.float64(482.75), np.float64(431.0))
1.25;videos/cuts_test/50wtf49.mp4;walk;(np.float64(455.75), np.float64(106.62));(np.float64(461.0), np.float64(98.62));(np.float64(454.5), np.float64(99.62));(np.float64(484.0), np.float64(98.5));(np.float64(468.5), np.float64(101.75));(np.float64(500.75), np.float64(134.75));(np.float64(482.25), np.float64(141.0));(np.float64(524.5), np.float64(187.75));(np.float64(501.25), np.float64(196.88));(np.float64(484.75), np.float64(230.12));(np.float64(475.75), np.float64(226.5));(np.float64(473.25), np.float64(258.75));(np.float64(459.5), np.float64(258.5));(np.float64(480.25), np.float64(350.25));(np.float64(469.0), np.float64(349.25));(np.float64(502.5), np.float64(437.0));(np.float64(482.5), np.float64(431.0))
1.29;videos/cuts_test/50wtf49.mp4;walk;(np.float64(454.0), np.float64(105.0));(np.float64(459.5), np.float64(97.12));(np.float64(453.0), np.float64(98.0));(np.float64(482.5), np.float64(97.88));(np.float64(467.0), np.float64(100.75));(np.float64(499.75), np.float64(133.25));(np.float64(480.5), np.float64(139.75));(np.float64(525.0), np.float64(186.62));(np.float64(498.25), np.float64(196.25));(np.float64(486.0), np.float64(229.88));(np.float64(475.5), np.float64(227.12));(np.float64(474.0), np.float64(259.0));(np.float64(459.25), np.float64(258.5));(np.float64(481.5), np.float64(350.5));(np.float64(469.25), np.float64(349.5));(np.float64(503.0), np.float64(436.5));(np.float64(482.5), np.float64(430.5))
1.33;videos/cuts_test/50wtf49.mp4;walk;(np.float64(451.75), np.float64(103.75));(np.float64(457.5), np.float64(96.0));(np.float64(451.0), np.float64(96.62));(np.float64(480.5), np.float64(96.12));(np.float64(465.0), np.float64(99.38));(np.float64(498.25), np.float64(131.5));(np.float64(479.0), np.float64(138.25));(np.float64(525.0), np.float64(185.0));(np.float64(494.25), np.float64(196.12));(np.float64(488.5), np.float64(229.12));(np.float64(474.75), np.float64(227.5));(np.float64(475.5), np.float64(259.5));(np.float64(461.0), np.float64(258.75));(np.float64(483.5), np.float64(351.0));(np.float64(471.0), np.float64(349.75));(np.float64(503.75), np.float64(437.75));(np.float64(483.25), np.float64(431.5))
1.38;videos/cuts_test/50wtf49.mp4;walk;(np.float64(449.0), np.float64(102.62));(np.float64(454.75), np.float64(94.88));(np.float64(448.5), np.float64(95.5));(np.float64(478.25), np.float64(95.25));(np.float64(463.75), np.float64(97.88));(np.float64(496.75), np.float64(130.25));(np.float64(477.5), np.float64(136.75));(np.float64(525.0), np.float64(183.25));(np.float64(493.0), np.float64(195.0));(np.float64(490.0), np.float64(228.88));(np.float64(475.75), np.float64(228.62));(np.float64(476.75), np.float64(259.25));(np.float64(462.0), np.float64(258.5));(np.float64(484.5), np.float64(350.75));(np.float64(471.5), np.float64(349.25));(np.float64(503.75), np.float64(438.0));(np.float64(483.25), np.float64(431.25))
1.42;videos/cuts_test/50wtf49.mp4;walk;(np.float64(446.5), np.float64(101.25));(np.float64(452.0), np.float64(93.62));(np.float64(446.25), np.float64(93.88));(np.float64(476.0), np.float64(94.12));(np.float64(460.75), np.float64(96.25));(np.float64(494.5), np.float64(129.0));(np.float64(475.0), np.float64(135.25));(np.float64(525.5), np.float64(181.0));(np.float64(491.5), np.float64(193.75));(np.float64(492.0), np.float64(228.12));(np.float64(477.25), np.float64(229.38));(np.float64(478.25), np.float64(259.25));(np.float64(463.0), np.float64(258.25));(np.float64(485.75), np.float64(350.25));(np.float64(472.0), np.float64(348.75));(np.float64(504.0), np.float64(437.5));(np.float64(483.0), np.float64(430.75))
1.46;videos/cuts_test/50wtf49.mp4;walk;(np.float64(444.0), np.float64(100.75));(np.float64(449.25), np.float64(93.0));(np.float64(443.25), np.float64(93.38));(np.float64(472.5), np.float64(92.75));(np.float64(457.5), np.float64(95.5));(np.float64(492.5), np.float64(128.0));(np.float64(471.75), np.float64(134.75));(np.float64(525.5), np.float64(178.62));(np.float64(486.75), np.float64(193.25));(np.float64(493.75), np.float64(226.75));(np.float64(475.75), np.float64(229.5));(np.float64(480.75), np.float64(259.25));(np.float64(465.0), np.float64(258.5));(np.float64(487.5), np.float64(350.5));(np.float64(474.5), np.float64(349.0));(np.float64(504.5), np.float64(438.0));(np.float64(483.75), np.float64(430.75))
1.5;videos/cuts_test/50wtf49.mp4;walk;(np.float64(440.0), np.float64(100.12));(np.float64(445.0), np.float64(92.0));(np.float64(438.5), np.float64(93.0));(np.float64(468.5), np.float64(91.88));(np.float64(452.75), np.float64(94.88));(np.float64(490.0), np.float64(126.5));(np.float64(467.75), np.float64(134.75));(np.float64(525.0), np.float64(176.25));(np.float64(483.25), np.float64(193.75));(np.float64(495.25), np.float64(225.88));(np.float64(474.75), np.float64(231.0));(np.float64(482.5), np.float64(259.25));(np.float64(465.0), np.float64(259.0));(np.float64(488.75), np.float64(350.5));(np.float64(473.25), np.float64(349.25));(np.float64(504.75), np.float64(437.5));(np.float64(484.0), np.float64(430.75))
1.54;videos/cuts_test/50wtf49.mp4;walk;(np.float64(436.5), np.float64(99.62));(np.float64(441.75), np.float64(91.62));(np.float64(435.25), np.float64(92.5));(np.float64(465.25), np.float64(91.38));(np.float64(449.5), np.float64(94.25));(np.float64(487.5), np.float64(125.5));(np.float64(464.0), np.float64(134.5));(np.float64(524.5), np.float64(173.62));(np.float64(477.0), np.float64(194.5));(np.float64(497.5), np.float64(224.5));(np.float64(470.5), np.float64(232.75));(np.float64(484.0), np.float64(258.75));(np.float64(464.5), np.float64(258.75));(np.float64(490.25), np.float64(350.5));(np.float64(473.75), np.float64(349.5));(np.float64(505.0), np.float64(437.25));(np.float64(484.5), np.float64(430.75))
1.58;videos/cuts_test/50wtf49.mp4;walk;(np.float64(433.0), np.float64(99.62));(np.float64(437.75), np.float64(91.5));(np.float64(431.75), np.float64(92.5));(np.float64(461.5), np.float64(90.75));(np.float64(447.25), np.float64(94.38));(np.float64(485.25), np.float64(124.5));(np.float64(460.75), np.float64(135.5));(np.float64(524.0), np.float64(171.5));(np.float64(471.5), np.float64(198.0));(np.float64(499.0), np.float64(223.75));(np.float64(463.75), np.float64(239.5));(np.float64(487.0), np.float64(258.5));(np.float64(466.5), np.float64(259.25));(np.float64(492.25), np.float64(350.25));(np.float64(474.5), np.float64(349.5));(np.float64(505.5), np.float64(437.5));(np.float64(485.25), np.float64(430.75))
1.63;videos/cuts_test/50wtf49.mp4;walk;(np.float64(429.25), np.float64(99.75));(np.float64(434.5), np.float64(91.25));(np.float64(428.0), np.float64(92.38));(np.float64(458.5), np.float64(91.0));(np.float64(442.5), np.float64(94.0));(np.float64(482.0), np.float64(124.5));(np.float64(457.25), np.float64(137.0));(np.float64(524.5), np.float64(169.75));(np.float64(471.0), np.float64(199.75));(np.float64(501.5), np.float64(224.62));(np.float64(466.5), np.float64(242.75));(np.float64(488.25), np.float64(258.5));(np.float64(466.75), np.float64(260.25));(np.float64(492.25), np.float64(350.5));(np.float64(474.75), np.float64(349.75));(np.float64(506.0), np.float64(438.5));(np.float64(485.5), np.float64(431.25))
1.67;videos/cuts_test/50wtf49.mp4;walk;(np.float64(425.25), np.float64(100.62));(np.float64(430.5), np.float64(92.0));(np.float64(423.75), np.float64(93.38));(np.float64(454.5), np.float64(92.25));(np.float64(439.0), np.float64(95.12));(np.float64(478.5), np.float64(125.5));(np.float64(455.5), np.float64(137.12));(np.float64(523.5), np.float64(168.25));(np.float64(475.5), np.float64(197.88));(np.float64(504.5), np.float64(223.75));(np.float64(473.25), np.float64(240.5));(np.float64(490.5), np.float64(258.5));(np.float64(469.5), np.float64(260.0));(np.float64(494.25), np.float64(351.0));(np.float64(476.0), np.float64(350.0));(np.float64(506.75), np.float64(439.25));(np.float64(486.25), np.float64(432.0))
1.71;videos/cuts_test/50wtf49.mp4;walk;(np.float64(421.75), np.float64(101.88));(np.float64(427.5), np.float64(93.25));(np.float64(420.75), np.float64(94.38));(np.float64(451.75), np.float64(94.38));(np.float64(436.75), np.float64(96.25));(np.float64(475.5), np.float64(127.25));(np.float64(453.75), np.float64(138.0));(np.float64(523.0), np.float64(167.5));(np.float64(480.5), np.float64(196.38));(np.float64(507.5), np.float64(224.0));(np.float64(478.75), np.float64(242.0));(np.float64(493.0), np.float64(259.25));(np.float64(471.25), np.float64(260.75));(np.float64(496.5), np.float64(351.25));(np.float64(477.5), np.float64(350.25));(np.float64(507.5), np.float64(439.5));(np.float64(487.0), np.float64(432.5))
1.75;videos/cuts_test/50wtf49.mp4;walk;(np.float64(417.75), np.float64(103.25));(np.float64(423.5), np.float64(94.62));(np.float64(416.75), np.float64(95.88));(np.float64(447.5), np.float64(96.0));(np.float64(434.25), np.float64(98.38));(np.float64(473.0), np.float64(129.0));(np.float64(451.5), np.float64(139.75));(np.float64(522.5), np.float64(167.75));(np.float64(480.0), np.float64(197.62));(np.float64(510.25), np.float64(224.0));(np.float64(477.5), np.float64(245.5));(np.float64(495.5), np.float64(259.5));(np.float64(473.5), np.float64(261.25));(np.float64(498.0), np.float64(350.5));(np.float64(478.5), np.float64(350.0));(np.float64(508.25), np.float64(439.5));(np.float64(487.25), np.float64(433.25))
1.79;videos/cuts_test/50wtf49.mp4;walk;(np.float64(413.5), np.float64(105.5));(np.float64(419.75), np.float64(96.62));(np.float64(413.0), np.float64(98.0));(np.float64(443.5), np.float64(98.38));(np.float64(431.25), np.float64(101.0));(np.float64(469.25), np.float64(131.5));(np.float64(449.5), np.float64(142.0));(np.float64(521.5), np.float64(167.38));(np.float64(486.25), np.float64(193.5));(np.float64(512.5), np.float64(223.88));(np.float64(487.5), np.float64(240.75));(np.float64(498.0), np.float64(259.5));(np.float64(476.0), np.float64(261.25));(np.float64(500.75), np.float64(351.0));(np.float64(480.0), np.float64(350.0));(np.float64(509.25), np.float64(439.5));(np.float64(487.0), np.float64(433.0))
1.84;videos/cuts_test/50wtf49.mp4;walk;(np.float64(409.5), np.float64(108.88));(np.float64(415.5), np.float64(100.12));(np.float64(408.5), np.float64(101.62));(np.float64(439.0), np.float64(101.12));(np.float64(427.25), np.float64(104.0));(np.float64(466.0), np.float64(133.5));(np.float64(446.5), np.float64(143.5));(np.float64(521.0), np.float64(167.75));(np.float64(485.75), np.float64(193.88));(np.float64(515.5), np.float64(224.0));(np.float64(488.25), np.float64(241.25));(np.float64(501.75), np.float64(258.5));(np.float64(479.5), np.float64(260.5));(np.float64(504.0), np.float64(351.0));(np.float64(481.75), np.float64(349.5));(np.float64(510.25), np.float64(440.0));(np.float64(487.5), np.float64(433.0))
1.88;videos/cuts_test/50wtf49.mp4;walk;(np.float64(406.75), np.float64(111.88));(np.float64(412.75), np.float64(104.0));(np.float64(405.75), np.float64(105.5));(np.float64(437.25), np.float64(104.62));(np.float64(422.25), np.float64(106.0));(np.float64(464.5), np.float64(135.5));(np.float64(443.0), np.float64(145.88));(np.float64(521.0), np.float64(168.75));(np.float64(479.75), np.float64(192.12));(np.float64(518.5), np.float64(224.75));(np.float64(486.0), np.float64(232.5));(np.float64(507.25), np.float64(256.75));(np.float64(482.0), np.float64(260.25));(np.float64(508.25), np.float64(350.75));(np.float64(483.0), np.float64(349.75));(np.float64(510.25), np.float64(440.5));(np.float64(486.0), np.float64(434.0))
1.92;videos/cuts_test/50wtf49.mp4;walk;(np.float64(404.0), np.float64(116.0));(np.float64(409.75), np.float64(108.12));(np.float64(403.0), np.float64(109.5));(np.float64(434.25), np.float64(108.25));(np.float64(419.5), np.float64(109.88));(np.float64(463.75), np.float64(140.0));(np.float64(440.0), np.float64(151.62));(np.float64(521.0), np.float64(169.5));(np.float64(477.5), np.float64(195.75));(np.float64(520.5), np.float64(224.75));(np.float64(487.25), np.float64(233.0));(np.float64(509.75), np.float64(257.0));(np.float64(483.5), np.float64(261.0));(np.float64(510.0), np.float64(351.0));(np.float64(485.25), np.float64(350.0));(np.float64(510.5), np.float64(441.0));(np.float64(486.5), np.float64(434.0))
1.96;videos/cuts_test/50wtf49.mp4;walk;(np.float64(400.75), np.float64(120.38));(np.float64(406.25), np.float64(112.25));(np.float64(400.0), np.float64(113.88));(np.float64(431.25), np.float64(112.62));(np.float64(418.0), np.float64(115.25));(np.float64(462.0), np.float64(143.75));(np.float64(438.25), np.float64(156.25));(np.float64(520.5), np.float64(170.75));(np.float64(478.0), np.float64(197.0));(np.float64(522.5), np.float64(225.25));(np.float64(489.5), np.float64(233.5));(np.float64(512.0), np.float64(258.0));(np.float64(485.0), np.float64(262.5));(np.float64(512.0), np.float64(351.0));(np.float64(486.0), np.float64(350.0));(np.float64(511.25), np.float64(441.5));(np.float64(487.0), np.float64(433.75))
2.0;videos/cuts_test/50wtf49.mp4;walk;(np.float64(398.0), np.float64(124.75));(np.float64(403.75), np.float64(116.88));(np.float64(397.25), np.float64(118.25));(np.float64(428.5), np.float64(117.0));(np.float64(415.0), np.float64(119.0));(np.float64(461.0), np.float64(147.0));(np.float64(436.0), np.float64(159.25));(np.float64(520.5), np.float64(171.75));(np.float64(477.5), np.float64(196.75));(np.float64(524.0), np.float64(225.75));(np.float64(491.75), np.float64(232.25));(np.float64(515.0), np.float64(258.75));(np.float64(487.75), np.float64(263.25));(np.float64(514.0), np.float64(352.0));(np.float64(489.0), np.float64(350.75));(np.float64(512.0), np.float64(442.0));(np.float64(487.75), np.float64(434.0))
2.04;videos/cuts_test/50wtf49.mp4;walk;(np.float64(395.75), np.float64(130.0));(np.float64(401.25), np.float64(122.12));(np.float64(394.75), np.float64(123.5));(np.float64(425.75), np.float64(121.75));(np.float64(412.75), np.float64(123.5));(np.float64(458.75), np.float64(150.0));(np.float64(434.5), np.float64(163.5));(np.float64(520.5), np.float64(172.25));(np.float64(478.0), np.float64(198.5));(np.float64(526.0), np.float64(225.38));(np.float64(493.5), np.float64(232.62));(np.float64(517.5), np.float64(258.5));(np.float64(490.25), np.float64(263.25));(np.float64(516.5), np.float64(352.75));(np.float64(491.0), np.float64(350.75));(np.float64(513.0), np.float64(442.75));(np.float64(488.5), np.float64(434.5))
